doi,title,first_author,year,journal,cited_by_count,cit_per_year,score,is_institutional_report
10.22004/ag.econ.108159,O mercado de carbono como instrumento de conservação da floresta amazônica,Mariano Rua Lamarca,2008.0,"AgEcon Search (University of Minnesota, USA)",4.0,0.22,0.0777,False
10.1590/s0080-21072007000200001,Gestão de créditos de carbono: um estudo multicasos,Marco Antônio Conejero,2007.0,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),4.0,0.21,0.0775,False
10.15665/rp.v19i1.2240,Control del biogás de vertedero en Venezuela y el resto del mundo. Entre los acuerdos de Kioto y Paris,Martín Enrique Durán-García,2021.0,Prospectiva,1.0,0.2,0.0774,False
10.46830/wriwp.19.00132sp,Mejorando el acceso al fondo verde para el clima: cómo puede el fondo mejorar su apoyo a las instituciones de países en desarrollo,Molly Caldwell,2021.0,,1.0,0.2,0.0774,False
10.17771/pucrio.acad.53900,TRANSIÇÃO ENERGÉTICA NA INDÚSTRIA DE ÓLEO E GÁS: UM OLHAR SOBRE A PETROBRAS,GABRIELA BASTOS DOS SANTOS,2021.0,,1.0,0.2,0.0774,False
10.14198/cdbio.2011.34.03,Protocolo de Kioto y desarrollo sostenible,Alberto Galante Marcos,2011.0,Cuadernos de Biodiversidad,2.0,0.13,0.0762,False
10.20868/upm.thesis.48229,"Vínculos entre acceso a energía, cambio climático y género en países en desarrollo : una aproximación a través de las cocinas mejoradas",Javier Mazorra,2017.0,,1.0,0.11,0.0759,False
10.21311/001.39.10.44,Price Forecasting Algorithm of Carbon Finance Market based on Kalman Regression,,2017.0,Revista Tecnica De La Facultad De Ingenieria Universidad Del Zulia,1.0,0.11,0.0759,False
10.17323/1996-7845-2015-03-33,Средства для реализации повестки дня в области развития после 2015 г. и глобальное партнерство в целях устойчивого развития: значение для развивающихся стран,Паула Луччи,2015.0,International Organisations Research Journal,1.0,0.09,0.0755,False
10.14746/rie.2015.9.24,Rozwój i zmiany klimatu w polityce zewnętrznej UE na przykładzie Afryki,Kamil Zajączkowski,2015.0,Rocznik Integracji Europejskiej,1.0,0.09,0.0755,False
10.1051/ocl.2001.0599,Impact potentiel du mécanisme de développement propre dans l’avenir des cultures pérennes : état des négociations internationales et analyse prospective à travers l’exemple de la filière de production du caoutchouc naturel,Olivier Hamel,2001.0,Oléagineux Corps gras Lipides,2.0,0.08,0.0754,False
10.12957/rdc.2013.9740,"Mudanças Climáticas e as Responsabilidades, Atribuições e Ações do Poder Público na Cidade do Rio de Janeiro / Changes Climate and Responsibilities, and Government Actions in the Rio de Janeiro City",Luiza Helena Nunes Laera,2013.0,Revista de Direito da Cidade,1.0,0.08,0.0753,False
10.4267/2042/53987,"PROJET DE REBOISEMENT COMMUNAL UN PARISIEN, UN ARBRE AU CAMEROUN : UNE EXPÉRIENCE DE FORESTERIE PARTICIPATIVE",Raphaël Njoukam,2013.0,Revue Forestière Française,1.0,0.08,0.0753,False
10.1590/s1413-81232012000600001,Rio+20: (In) sustentabilidade e saúde coletiva,Nélson Gouveia,2012.0,Ciência & Saúde Coletiva,1.0,0.07,0.0752,False
10.29244/jpsl.1.2.146,STRATEGI KEBIJAKAN TEKNO EKONOMI PENGELOLAAN GAS IKUTAN (ASSOCIATED GAS),Zulkifli Rangkuti,2011.0,SHILAP Revista de lepidopterología,1.0,0.07,0.0751,False
10.24857/rgsa.v4i1.211,"STAKEHOLDERS, NETWORKS AND CONVENTION THEORY IN THE COORDINATION OF PROBLEMS THAT RESULT FROM CLIMATE CHANGES IN AGRIBUSINESS",Denise Barros de Azevedo,2010.0,Revista de Gestão Social e Ambiental,1.0,0.06,0.0751,False
10.25365/thesis.9401,Linkage between cap-and-trade scheme and project based mechanism,Yasin Alp Aluc,2010.0,University of Vienna,1.0,0.06,0.0751,False
10.5209/rev_obmd.2004.n7.22760,"La extraterritorialidad en el control de emisiones de CO2, y el Plan Nacional de asignaciones de Esp",Ana Yábar Sterling,2004.0,Complutensian Scientific Journals (Complutense University of Madrid),1.0,0.05,0.0748,False
10.22146/jml.18588,PEMBIAYAAN RESTRUKTURISASI INDUSTRI BUS PERKOTAAN SESUAI DENGAN KERANGKA KERJA PROTOKOL KYOTO (Funding for Industrial Restructuring Urban Bus Industry following Kyoto Protocol),Danang Parikesit,2002.0,Indonesian Journal of Biotechnology (Universitas Gadjah Mada),1.0,0.04,0.0747,False
10.26668/indexlawjournals/2358-1352/2018.v21i8.4553,THE EFFECTIVENESS OF CARBON NEUTRALIZATION: FUNDAMENTAL RIGHT TO DEVELOPMENT,Jussara Suzi Assis Borges Nasser Ferreira,2019.0,Revista de Direito Brasileira,0.0,0.0,0.074,False
10.26689/pbes.v2i1.707,The Influence of Low Carbon Economy on Economic Major Teaching and Its Measures,Xueqiong Tan,2019.0,Proceedings of Business and Economic Studies,0.0,0.0,0.074,False
10.29121/granthaalayah.v7.i7.2019.742,COMMERCIALIZATION OF CARBON CREDITS ON SMALL PROPERTIES,Jadson Belém de Moura,2019.0,International Journal of Research -GRANTHAALAYAH,0.0,0.0,0.074,False
10.30546/2663-7251.2.2.88,CLIMATE CHANGE AND RISING INCOME INEQUALITY:IS ULTRA-PROGRESSIVE TAX A SOLUTION?,Orkhan Nadirov,2019.0,ASERC Journal of Socio-Economic Studies,0.0,0.0,0.074,False
10.33458/uidergisi.1761216,"John BRAITHWAITE, Simple Solutions to Complex Catastrophes: Dialectics of Peace, Climate, Finance, and Health",Çağla VURAL,2025.0,Uluslararası İlişkiler Dergisi,0.0,0.0,0.074,False
10.33541/sp.v25i2.6496,BARITO RENEWABLE ENERGY (BREN) AND THE FTSE INDEX: A CASE STUDY ON GLOBAL CLIMATE FINANCE'S DIRECTION,Verdinand Robertua,2025.0,Sociae Polites,0.0,0.0,0.074,False
10.3126/jes.v11i1.80594,Resilience Under Threat: Climate Change Impacts and Adaptive Responses of Nepalese MSMEs,Lalit Pathak,2025.0,Journal of Environment Sciences,0.0,0.0,0.074,False
10.3126/ncwaj.v56i1.76099,Climate Change Mitigation: Nepal’s Priority Concern,Mohan P. Lohani,2025.0,NCWA Annual Journal,0.0,0.0,0.074,False
10.3126/pragyaratna.v7i1.84859,Impact of Targeted and Total Climate-Relevant Budgets on Environmental Sustainability: Analysis of Per-Capita Greenhouse Gas Emissions in Nepal,Sujata Khadka,2025.0,Pragyaratna प्रज्ञारत्न,0.0,0.0,0.074,False
10.30696/ijeea.xiii.i.2025.43-54,DIGITAL GOVERNANCE AS A CATALYST FOR SUSTAINABLE FINANCE,Piyush Kumar Sinha,2025.0,International Journal of Electronics Engineering and Applications,0.0,0.0,0.074,False
10.14738/abr.73.6350,An inquiry into the nature and causes of Climate Wealth of Nations: What temperature finance gravitates towards? Sketching a climate-finance nexus and outlook on climate change-induced finance prospects,Julia M. Puaschunder,2019.0,Archives of Business Research,0.0,0.0,0.074,False
10.36108/wjss/9102.sp.0160,"RENTIERISM, LAND GRABBING AND THE RIGHTS OF THE NIGERIA INDIGENOUS COMMUNITIES",ANTHONY CHUKWUEBUKA OKOYE,2019.0,WILBERFORCE JOURNAL OF THE SOCIAL SCIENCES,0.0,0.0,0.074,False
10.36344/ccijemms.2019.v01i05.003,Review of Drivers and Barriers to Development of Renewable Energy,Olusoyi Richard Ashaye,2019.0,Cross Current International Journal of Economics Management and Media Studies,0.0,0.0,0.074,False
10.4267/2042/69792,Vient de paraître,Jean-Pierre Javelle,2019.0,La Météorologie,0.0,0.0,0.074,False
10.4324/9780429057366-6,Socially responsible investments (SRIs) in the European Arctic,Adrian Braun,2019.0,,0.0,0.0,0.074,False
10.4324/9780429320705-10,Out of credit,Alicia Richins,2019.0,,0.0,0.0,0.074,False
10.4324/9781315113463-8/crash-value-robert-watt,A crash in value:explaining the decline of the Clean Development Mechanism,"Watt, Robbie",2019.0,Research Explorer (The University of Manchester),0.0,0.0,0.074,False
10.4324/9781351050715-9,Climate finance and climate risk management,Henry K. H. Wang,2019.0,,0.0,0.0,0.074,False
10.2139/ssrn.190990,A Carbon Sequestration Supply Function and Development of Feasible Clean Development Mechanism Rules for Tropical Forest Carbon Sinks,Alexander Pfaff,2000.0,SSRN Electronic Journal,0.0,0.0,0.074,False
10.1260/0958305991499667,Examining New Partnerships for Sustainable Development: The Clean Development Mechanism under the Kyoto Protocol,Julia Curtis,1999.0,Energy & Environment,0.0,0.0,0.074,False
10.2457/srs.30.291,On the Bargaining Mechanism and the Certification of Emission Credits in Clean Development Mechanism,Yasunori Ouchida,1999.0,Studies in Regional Science,0.0,0.0,0.074,False
10.22004/ag.econ.10501,Using Emissions Trading to Regulate U.S. Greenhouse Gas Emissions: An Overview of Policy Design and Implementation Issues,Carolyn Fischer,1998.0,,0.0,0.0,0.074,False
10.30598/makila.v19i1.18269,REDD+ Sebagai kerangka Pembangunan Berkelanjutan Indonesia: Program dan dampak Implementasi di Tingkat Nasional (2010–2021),Benediktus Edho Prasetyo,2025.0,MAKILA,0.0,0.0,0.074,False
10.18764/2446-6549.2019.15724,AS ORGANIZAÇÕES INDUSTRIAIS E O GERENCIAMENTO DE RESÍDUOS SÓLIDOS NA AMAZÔNIA,Camilla Lopes Ribeiro,2019.0,InterEspaço Revista de Geografia e Interdisciplinaridade,0.0,0.0,0.074,False
10.5255/ukda-sn-853454,CCCCEP II: The political economics of climate finance 1990-2014,Samuel Fankhauser,2019.0,London School of Economics and Political Science Research Online (London School of Economics and Political Science),0.0,0.0,0.074,False
10.36335/vnjhm.2019(2-1).1-11,THE CLEAN DEVELOPMENT MECHANISM (CDM) PROCE- DURE AND IMPLEMENTATION IN VIETNAM,Mai Hai Tung,2019.0,Journal of Hydro-meteorology,0.0,0.0,0.074,False
10.1007/978-3-032-13446-2_11,Green Financing and Energy Resilience in Zimbabwe: Empowering Small Enterprises for Climate-Smart Development,Leonard Chitongo,2026.0,Sustainable finance,0.0,0.0,0.074,False
10.1007/978-3-032-17639-4_5,Climate Change and the Reproduction of Global Inequality,Matthew Chidozie Ogwu,2026.0,World-systems evolution and global futures,0.0,0.0,0.074,False
10.1007/s10584-026-04107-6,Should centimillionaires bear (most of) the burden of international climate finance?,Fausto Corvino,2026.0,Climatic Change,0.0,0.0,0.074,False
10.1108/jaar-03-2018-0034/full/html?utm_source=repec&utm_medium=feed&utm_campaign=repec,The alignment of global equity and corporate bonds markets with the Paris Agreement,Jakob Thomä,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.3126/cvmjop.v3i1.82590,Climate Change in Nepal's Context: A Looming Crisis Demanding Urgent Action,Dipak Kumar Dangal,2025.0,Creative Vision Multidisciplinary Journal of PMC,0.0,0.0,0.074,False
10.32479/ijefi.21310,Climate Change and Food Security in Selected SADC Countries: A Feasible Generalized Least Squares Approach,Simion Matsvai,2025.0,International Journal of Economics and Financial Issues,0.0,0.0,0.074,False
10.32674/42dfnt47,Integrating green finance into vocational education,Jing Lyu,2025.0,American Journal of STEM Education,0.0,0.0,0.074,False
10.32796/ice.2025.939.7909,Clouds on the Horizon: Mobilizing Private Capital for Sustainable Development in a Changing Political and Policy Environment,Shawn G. Gibbs,2025.0,ICE Revista de Economía,0.0,0.0,0.074,False
10.1007/s10584-026-04115-6,Educational impacts of climate change: the role of climate finance in sustaining education in developing countries,Xiuqin Wu,2026.0,Climatic Change,0.0,0.0,0.074,False
10.1108/sampj-04-2019-0157/full/html?utm_source=repec&utm_medium=feed&utm_campaign=repec,Determinants of climate financing and the moderating effect of politics: evidence from Bangladesh,Seong Mi Bae,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.1007/978-3-032-12170-7_2,Financial Instruments Affected by Industrial Revolution 4.0: Blockchain Technology's Part in the Issuance of Carbon Credits,Wahyu Sardjono,2026.0,Lecture notes in electrical engineering,0.0,0.0,0.074,False
10.33001/m01042025/23/137,Green Takaful Opportunities as a Potential Climate Finance Tool in Sri Lanka: A Theoretical Review,Abi Huraira Rifas,2025.0,مجلة بيت المشورة,0.0,0.0,0.074,False
10.33003/ijmass-2025.v1i2.21.60-68,Bridging the gap: Analyzing trends and regional disparities in climate finance across Africa,Micah Ezekiel Elton Mike,2025.0,Impressive Journal of Management and Social Sciences,0.0,0.0,0.074,False
10.33203/mfy.1829167,Finance - Policy Interactions in Climate Management: How Policy Stringency Enhances the Impact of Carbon Taxation?,Kağan Okatan,2025.0,Maliye Finans Yazıları,0.0,0.0,0.074,False
10.33203/mfy.1835926,International Climate Finance Within the Framework of Sustainable Economy,Fatih Kayhan,2025.0,Maliye Finans Yazıları,0.0,0.0,0.074,False
10.1016/b978-0-443-33471-9.00021-6,Nuclear for UN Sustainable Development Goals and ESG investment,Saied Dardour,2026.0,Elsevier eBooks,0.0,0.0,0.074,False
10.1002/sd.70738,From Climate Finance to Sustainable Development: The Synergy of Financial Instruments and National Governance for Achieving <scp>SDG</scp> 13,Lili Wang,2026.0,Sustainable Development,0.0,0.0,0.074,False
10.5255/ukda-sn-853502,CCCEP II: Evolution of carbon markets 2013-2018,Luca Taschini,2019.0,London School of Economics and Political Science Research Online (London School of Economics and Political Science),0.0,0.0,0.074,False
10.1007/978-3-032-03484-7_14,Circular Finance for Green Transition,Domenica Federico,2026.0,Climate change management,0.0,0.0,0.074,False
10.1007/978-3-032-04500-3_3,Eco-marketing and Green Finance synergy for Eco-hotels in Central Uganda,FLORENCE PRESCAH  MUHEEBWA,2026.0,Research series on responsible enterprise ecosystems,0.0,0.0,0.074,False
10.1007/978-3-032-06427-1_17,From Forests to Carbon Neutrality: The Role of REDD+ In Climate Mitigation,Himanshu Joshi,2026.0,,0.0,0.0,0.074,False
10.1007/978-3-032-07293-1_11,Financial Institutions and Central Banks as Catalysts for Green Transformation and Climate Risk Mitigation,Manta Alina Georgiana,2026.0,Sustainable finance,0.0,0.0,0.074,False
10.1007/978-3-032-07293-1_6,Climate-Driven Displacement and the Necessity of Green Finance,Ömer Serkan GÜLAL,2026.0,Sustainable finance,0.0,0.0,0.074,False
10.1007/978-3-032-10065-8_1,"Introduction: Redefining Value, Integrating Profitability, Environmental Stewardship and Social Equity",Mahmoud Al-Kilani,2026.0,Sustainable business development,0.0,0.0,0.074,False
10.1108/sampj-04-2019-0157.html?utm_source=repec&utm_medium=feed&utm_campaign=repec,Determinants of climate financing and the moderating effect of politics: evidence from Bangladesh,Seong Mi Bae,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.36676/ijl.v3.i1.95,Climate Justice: Who Should Pay for Climate Change?,HARSHITA,2025.0,Indian Journal of Law.,0.0,0.0,0.074,False
10.1002/sd.70793,Can Climate Finance Improve Agricultural Productivity? Evidence From African Countries,Cencen Hong,2026.0,Sustainable Development,0.0,0.0,0.074,False
10.31548/law/4.2025.42,Analysis of legal challenges in climate regulation of Azerbaijan and proposal for climate law,Emin Alimusayev,2025.0,Law Human Environment,0.0,0.0,0.074,False
10.31577/ekoncas.2025.01-02.02,Can Energy-Related Uncertainty Serve as a Barometer for Carbon Pricing?,Chi‐Wei Su,2025.0,Ekonomický časopis,0.0,0.0,0.074,False
10.15835/buasvmcn-agr:4219,Environmental Protection: Issues and Policy Perspective on the Green Investment Scheme under Kyoto Protocol Regulations in Romania,Gabriela A. Popoviciu,1970.0,Bulletin of University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca Agriculture,0.0,0.0,0.074,False
10.31436/iiumlj.v22i1.114,RECIPE FOR DISASTER? THE DEPLOYMENT OF PATENTS OVER ENVIRONMENTALLY SOUND TECHNOLOGIES,Ida Madieha Abdul Ghani Azmi,1970.0,IIUM Law Journal,0.0,0.0,0.074,False
10.4324/9789276082569-10,Ten personal reflections on the difficult journey towards climate neutrality,Jos Delbeke,2019.0,,0.0,0.0,0.074,False
10.5089/9781484396131.002,Kiribati,International Monetary Fund. Asia and Pacific Dept,2019.0,IMF Staff Country Reports,0.0,0.0,0.074,True
10.5089/9781513513263.002,Federated States of Micronesia,International Monetary Fund. Asia and Pacific Dept,2019.0,IMF Staff Country Reports,0.0,0.0,0.074,True
10.5167/uzh-175366,Ensuring additionality of mitigation outcomes transferred through Article 6 of the Paris Agreement: options for negotiations and cooperating Parties in the context of varying degrees of international oversight,Axel Michaelowa,2019.0,Zurich Open Repository and Archive (University of Zurich),0.0,0.0,0.074,False
10.1108/sampj-05-2017-0041.html?utm_source=repec&utm_medium=feed&utm_campaign=repec,Clean development mechanism and carbon emissions in Nigeria,Sani Damamisau Mohammed,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.3868/s060-015-022-0013-2,"International Experience, China's Development and Prospect of Carbon Market Construction",WANG Huiqing,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.18884/00001047,Evaluating the Robustness of Project Performance under Deep Uncertainty of Climate Change: A Case Study of Irrigation Development in Kenya,Daiju Narita,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.18267/j.cebr.317.html,Role of Green Finance in Greening the Economy: Conceptual Approach,Vilija Aleknevičien&#,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.17221/103/2011-jfs.html,Above- and below-ground carbon stock estimation in a natural forest of Bangladesh,M.R. Ullah,,RePEc: Research Papers in Economics,0.0,0.0,0.074,False
10.3126/jes.v11i1.80590,Nepal’s Climate Diplomacy: Key Takeaways,Bharat Khanal,2025.0,Journal of Environment Sciences,0.0,0.0,0.074,False
